GeneName,isSU2CSurfaceProtein,isSurfaceomeSurfaceProtein,isCDDSurfaceProtein,isGOSurfaceProtein,isSurfaceProteinEvidence,AmiGo...GO..Intrinsic,AmiGo...GO..Extrinsic,knowledge,experiments,prediction,textmining,CellSurfaceProteinAtlas,HumanProteinAtlas,Evidence_count,NewCount
SLC15A2,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SLC11A2,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SLAMF7,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SLAMF6,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
SIRPB1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SIGLEC9,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SIGLEC10,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane,Y,Y,9,11
SIGLEC1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
SGCD,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SGCB,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SEZ6L2,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
SERINC1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
SEMA6B,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
SEMA5A,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
SEMA4G,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
SEMA4F,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SEMA4D,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SEMA4C,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,NA,Y,Y,9,11
SEMA4A,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
SELP,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SDC4,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane-part,N,Y,10,11
SDC2,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane,N,Y,10,11
SCNN1D,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane,Y,Y,9,11
SCN7A,Y,Y,Y,Y,Y,cation-channel-complex|plasma-membrane|transmembrane-transporter-complex|ion-channel-complex|cell|intrinsic-component-of-plasma-membrane|sodium-channel-complex|intrinsic-component-of-membrane|cellular_component|cell-periphery|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|voltage-gated-sodium-channel-complex|integral-component-of-membrane|membrane-part|transporter-complex,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SCN2B,Y,Y,Y,Y,Y,cation-channel-complex|plasma-membrane|transmembrane-transporter-complex|ion-channel-complex|cell|intrinsic-component-of-plasma-membrane|sodium-channel-complex|intrinsic-component-of-membrane|cellular_component|cell-periphery|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|voltage-gated-sodium-channel-complex|integral-component-of-membrane|membrane-part|transporter-complex,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
SCN2A,Y,Y,Y,Y,Y,cation-channel-complex|plasma-membrane|transmembrane-transporter-complex|ion-channel-complex|cell|intrinsic-component-of-plasma-membrane|sodium-channel-complex|intrinsic-component-of-membrane|cellular_component|cell-periphery|protein-complex|plasma-membrane-part|membrane|integral-component-of-plasma-membrane|macromolecular-complex|cell-part|BFO_0000001|voltage-gated-sodium-channel-complex|integral-component-of-membrane|membrane-part|transporter-complex,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
S1PR5,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
S1PR1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
ROR2,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
ROR1,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
RHBDF2,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
RAMP3,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PVRL1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,plasma-membrane|cell|catenin-complex|cellular_component|cell-periphery|protein-complex|plasma-membrane-part|membrane|macromolecular-complex|cell-part|BFO_0000001|membrane-part|extrinsic-component-of-plasma-membrane|extrinsic-component-of-membrane,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,N,10,11
PVR,Y,Y,Y,Y,Y,NA,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane,Y,Y,9,11
PTPRZ1,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTPRS,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTPRM,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTPRK,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTPRJ,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTPRG,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTPRD,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTPRC,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTPRA,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTK7,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTGIR,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTGER3,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTGER2,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PTCH1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PROM2,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PROM1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PODXL,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane-part,Y,Y,9,11
PLXNC1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
PLXNA2,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PLXNA1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
PLXDC1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
PLA2R1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PDGFRB,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PDGFRA,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PCDHGC3,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
PCDH9,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
PCDH7,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
PCDH20,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
PCDH19,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
PCDH18,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
PCDH15,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
P2RY10,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
OLR1,Y,Y,N,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane-part,Y,Y,9,11
NTRK3,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
NTRK2,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
NTRK1,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
NT5E,Y,Y,N,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|anchored-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,Plasma-membrane,Plasma-membrane,Y,Y,9,11
NRP2,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
NRP1,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane,Y,Y,9,11
NRCAM,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
NPY1R,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
NPR3,Y,Y,Y,Y,Y,membrane|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|membrane-part|cellular_component,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
NMUR1,Y,Y,Y,Y,Y,plasma-membrane-part|plasma-membrane|membrane|integral-component-of-plasma-membrane|cell-part|intrinsic-component-of-plasma-membrane|cell|BFO_0000001|intrinsic-component-of-membrane|integral-component-of-membrane|cellular_component|membrane-part|cell-periphery,NA,Plasma-membrane,Plasma-membrane,NA,Plasma-membrane-part,Y,Y,9,11
